District,Category,Capacity,Nbhood,Latitude,Longitude,Care Category,Capacity Category,Bed Capacity,Desired Bed Capacity,Capacity Difference
ESENLER,Emergency Station,3.0,TUNA,41.05038526,28.85979729,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,3.0,HASEKİ SULTAN,41.00987362,28.94485734,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Clinic,,SOĞANLI,41.012263,28.856522,Public Health Care,Low Capacity,6.395012468827931,25.8350374064838,19.44002493765587
KADIKÖY,Private Hospital,56.0,CAFERAĞA,40.98879683,29.0265372,Private Health Care,Medium Capacity,59.51555555555555,0.6,-58.91555555555555
KAĞITHANE,Clinic,,GÜLTEPE,41.08063072,28.99337489,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KAĞITHANE,Clinic,,ORTABAYIR,41.079664,29.006573,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ESENYURT,Public Hospital,199.0,FATİH,41.0287951,28.66800988,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
FATİH,Policlinic,,ALİ KUŞÇU,41.01796923,28.9494725,Public Health Care,Low Capacity,6.395012468827931,15.2,8.804987531172069
ZEYTİNBURNU,Private Hospital,135.0,BEŞTELSİZ,41.00327513,28.90700713,Private Health Care,Medium Capacity,59.51555555555555,5.949999999999999,-53.56555555555555
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00119,28.870787,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Private Hospital,77.0,DOĞU,40.87874299,29.23676299,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
FATİH,Policlinic,,TOPKAPI,41.01685105,28.93298185,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Research Hospital,,BAHÇELİEVLER,40.99435189,28.85367682,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
KADIKÖY,Policlinic Private,0.0,KOŞUYOLU,41.006062,29.03370163,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
KAĞITHANE,Private Hospital,25.0,SULTAN SELİM,41.09013141,29.00523982,Private Health Care,Medium Capacity,59.51555555555555,329.38111111111124,269.8655555555557
PENDİK,Clinic,,YENİ,40.88165018,29.23021457,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜMRANİYE,Policlinic,,ARMAĞANEVLER,41.01984029,29.1196839,Public Health Care,Low Capacity,6.395012468827931,1.85,-4.545012468827931
ŞİŞLİ,Policlinic,,19 MAYIS,41.05774969,28.98905909,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KADIKÖY,Policlinic,0.0,MERDİVENKÖY,40.98575331,29.064937,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,HÜRRİYET,41.03070211,28.82847469,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,0.0,CERRAHPAŞA,41.00531145,28.93958723,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Private Hospital,0.0,MOLLA GÜRANİ,41.01242449,28.94586189,Private Health Care,Medium Capacity,59.51555555555555,55.14999999999999,-4.365555555555559
SULTANGAZİ,Public Hospital,75.0,50. YIL,41.09418974,28.86462924,Public Health Care,High Capacity,477.0976744186046,96.25,-380.8476744186046
MALTEPE,Public Hospital,,BÜYÜKBAKKALKÖY,40.96769786,29.20386552,Public Health Care,High Capacity,477.0976744186046,75.6,-401.49767441860456
BEYLİKDÜZÜ,Private Hospital,84.0,YAKUPLU,41.00628189,28.66184523,Private Health Care,Medium Capacity,59.51555555555555,36.23853801169591,-23.277017543859643
GAZİOSMANPAŞA,Policlinic Private,0.0,YILDIZTABYA,41.06151401,28.92857266,Private Health Care,Low Capacity,40.27368421052631,40.37368421052632,0.10000000000000853
GAZİOSMANPAŞA,Policlinic Private,0.0,HÜRRİYET,41.06642432,28.8986538,Private Health Care,Low Capacity,40.27368421052631,121.12533840836508,80.85165419783877
ATAŞEHİR,Private Hospital,102.0,KÜÇÜKBAKKALKÖY,40.98491641,29.10897935,Private Health Care,Medium Capacity,59.51555555555555,0.8999999999999999,-58.61555555555555
BAĞCILAR,Clinic,,SANCAKTEPE,41.03612597,28.85640078,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Policlinic Private,0.0,KISIKLI,41.02350369,29.07785059,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
FATİH,Policlinic,56.0,TOPKAPI,41.01495102,28.93498796,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,42.0,TOPKAPI,41.01657092,28.9342724,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic Private,0.0,MUHSİNE HATUN,41.00558026,28.96211237,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
FATİH,Policlinic,,TOPKAPI,41.01625228,28.93365632,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,,TOPKAPI,41.01590981,28.93412037,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Emergency Station,3.0,KARAGÜMRÜK,41.02248202,28.93384803,Emergency Care,Emergency Location,,0.0,
FATİH,Private Hospital,85.0,AYVANSARAY,41.03846737,28.94541472,Private Health Care,Medium Capacity,59.51555555555555,15.85,-43.66555555555555
FATİH,Policlinic,,TOPKAPI,41.01823255,28.932609,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KARTAL,Private Hospital,56.0,ATALAR,40.900915,29.16735583,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
FATİH,Policlinic,,HASEKİ SULTAN,41.00915463,28.94604021,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Emergency Station,3.0,İÇERENKÖY,40.96995244,29.10536215,Emergency Care,Emergency Location,,0.0,
ŞİLE,Public Hospital,25.0,BALİBEY,41.174619,29.6168566,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
KARTAL,Private Hospital,34.0,SOĞANLIK YENİ,40.91608515,29.1995128,Private Health Care,Medium Capacity,59.51555555555555,99.0,39.48444444444445
BAHÇELİEVLER,Clinic,,SİYAVUŞPAŞA,41.00202531,28.85996316,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Policlinic Private,6.0,HARBİYE,41.04712697,28.99327422,Private Health Care,Low Capacity,40.27368421052631,0.0,-40.27368421052631
ŞİŞLİ,Policlinic,0.0,CUMHURİYET,41.0532275,28.98385081,Public Health Care,Low Capacity,6.395012468827931,44.76508728179551,38.37007481296758
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.0038767,28.87143329,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00234514,28.86356436,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ZEYTİNBURNU,Emergency Station,0.0,MALTEPE,41.02021297,28.9072186,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00324794,28.86593275,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Policlinic,0.0,CERRAHPAŞA,41.00621539,28.94120157,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜSKÜDAR,Clinic,,BULGURLU,41.01657959,29.07680036,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAĞCILAR,Clinic,,FATİH,41.04742214,28.84608486,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
MALTEPE,Private Hospital,80.0,BAĞLARBAŞI,40.92593158,29.1332929,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KADIKÖY,Emergency Station,3.0,MERDİVENKÖY,40.98783452,29.07637205,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Red Crescent,,AHMEDİYE,41.02053744,29.01594682,Public Health Care,,0.0,0.0,0.0
ZEYTİNBURNU,Research Hospital,333.0,KAZLIÇEŞME,41.00206992,28.91379292,Research Care,High Capacity,146.86486486486487,100.25165436127205,-46.613210503592825
BAĞCILAR,Private Hospital,89.0,YILDIZTEPE,41.02271555,28.85724672,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BEŞİKTAŞ,Clinic,,DİKİLİTAŞ,41.05583484,29.00285213,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,ZAFER,40.99789627,28.83838445,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ÜMRANİYE,Private Hospital,162.0,SARAY,41.02667313,29.11536804,Private Health Care,Medium Capacity,59.51555555555555,43.8,-15.715555555555554
ÇEKMEKÖY,Policlinic,0.0,ÇAMLIK,41.01413132,29.19226184,Public Health Care,Low Capacity,6.395012468827931,21.6,15.20498753117207
ŞİŞLİ,Clinic,,CUMHURİYET,41.05507888,28.98529767,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KARTAL,Private Hospital,32.0,ORHANTEPE,40.90718069,29.15991074,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
KÜÇÜKÇEKMECE,Private Hospital,50.0,HALKALI MERKEZ,41.03532324,28.79400162,Private Health Care,Medium Capacity,59.51555555555555,66.07612357993904,6.560568024383485
BAHÇELİEVLER,Clinic,,BAHÇELİEVLER,41.00130975,28.86005301,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
MALTEPE,Private Hospital,53.0,İDEALTEPE,40.94622616,29.12512891,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAĞCILAR,Clinic,,100. YIL,41.06040849,28.85463562,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
SARIYER,Clinic,,SARIYER MERKEZ,41.16878081,29.05724774,Public Health Care,Low Capacity,6.395012468827931,0.1,-6.295012468827931
ÇATALCA,Public Hospital,50.0,FERHATPAŞA,41.13502678,28.46688992,Public Health Care,High Capacity,477.0976744186046,8.75,-468.3476744186046
ÜSKÜDAR,Private Hospital,35.0,MİMAR SİNAN,41.02302439,29.01736873,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
FATİH,Clinic,,AKSARAY,41.00921831,28.94905043,Public Health Care,Low Capacity,6.395012468827931,1.7999999999999998,-4.595012468827931
KÜÇÜKÇEKMECE,Clinic,,CENNET,40.99320232,28.77898747,Public Health Care,Low Capacity,6.395012468827931,6.395012468827931,0.0
BAHÇELİEVLER,Clinic,,SOĞANLI,41.01394971,28.85713276,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KÜÇÜKÇEKMECE,Private Hospital,66.0,ATATÜRK,41.05033148,28.80303332,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAHÇELİEVLER,Clinic,,ŞİRİNEVLER,40.99410708,28.8455151,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Clinic,,HÜRRİYET,40.99299943,28.84289626,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ATAŞEHİR,Policlinic,,MUSTAFA KEMAL,41.00366717,29.09337218,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BAHÇELİEVLER,Research Hospital,253.0,KOCASİNAN MERKEZ,41.00599613,28.84405448,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
SİLİVRİ,Emergency Station,3.0,SEMİZKUMLAR,41.09366461,28.15480085,Emergency Care,Emergency Location,,0.0,
SİLİVRİ,Public Hospital,30.0,SEMİZKUMLAR,41.09370659,28.15362983,Public Health Care,High Capacity,477.0976744186046,86.1,-390.99767441860456
MALTEPE,Private Hospital,54.0,CEVİZLİ,40.92259348,29.15342084,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ŞİŞLİ,Private Hospital,93.0,İNÖNÜ,41.04149123,28.98232691,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ARNAVUTKÖY,Emergency Station,3.0,HADIMKÖY,41.15616569,28.62452586,Emergency Care,Emergency Location,,0.0,
ARNAVUTKÖY,Emergency Station,3.0,MAREŞAL FEVZİ ÇAKMAK,41.20395667,28.71673908,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Emergency Station,3.0,15 TEMMUZ,41.03971721,28.81697366,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Emergency Station,3.0,MERKEZ,41.0292445,28.87082666,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Emergency Station,3.0,ŞİRİNEVLER,40.99963921,28.85137458,Emergency Care,Emergency Location,,0.0,
BAKIRKÖY,Emergency Station,3.0,ZUHURATBABA,40.99129647,28.85870516,Emergency Care,Emergency Location,,0.0,
BAKIRKÖY,Emergency Station,3.0,ATAKÖY 7-8-9-10. KISIM,40.98027896,28.84289826,Emergency Care,Emergency Location,,0.0,
BAKIRKÖY,Emergency Station,3.0,ZUHURATBABA,40.99065441,28.86133701,Emergency Care,Emergency Location,,0.0,
BAŞAKŞEHİR,Emergency Station,3.0,BAHÇEŞEHİR 2. KISIM,41.06608136,28.67813896,Emergency Care,Emergency Location,,0.0,
BAYRAMPAŞA,Emergency Station,3.0,YILDIRIM,41.063252,28.887954,Emergency Care,Emergency Location,,0.0,
ZEYTİNBURNU,Emergency Station,3.0,MALTEPE,41.02991648,28.91412692,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Emergency Station,3.0,DİKİLİTAŞ,41.05218094,29.00839582,Emergency Care,Emergency Location,,0.0,
BEYLİKDÜZÜ,Emergency Station,3.0,BARIŞ,40.99585067,28.65166597,Emergency Care,Emergency Location,,0.0,
BEYLİKDÜZÜ,Emergency Station,3.0,BARIŞ,40.99579544,28.65169607,Emergency Care,Emergency Location,,0.0,
BEYLİKDÜZÜ,Emergency Station,3.0,ADNAN KAHVECİ,41.00419605,28.6295421,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,3.0,HARBİYE,41.04174737,28.98992268,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,3.0,HARBİYE,41.04174309,28.99009187,Emergency Care,Emergency Location,,0.0,
BEYOĞLU,Emergency Station,3.0,SÜTLÜCE,41.05154737,28.94475956,Emergency Care,Emergency Location,,0.0,
BEYOĞLU,Emergency Station,3.0,YAHYA KAHYA,41.03304656,28.97088045,Emergency Care,Emergency Location,,0.0,
BÜYÜKÇEKMECE,Emergency Station,3.0,ATATÜRK,41.0129147,28.6056272,Emergency Care,Emergency Location,,0.0,
BÜYÜKÇEKMECE,Emergency Station,3.0,ATATÜRK,41.01290605,28.60550283,Emergency Care,Emergency Location,,0.0,
ÇATALCA,Emergency Station,3.0,SUBAŞI,41.22157665,28.45555181,Emergency Care,Emergency Location,,0.0,
ÇATALCA,Emergency Station,3.0,SUBAŞI,41.22157636,28.45538775,Emergency Care,Emergency Location,,0.0,
ESENLER,Emergency Station,3.0,KEMER,41.0555069,28.87960391,Emergency Care,Emergency Location,,0.0,
ESENLER,Emergency Station,3.0,KEMER,41.05559038,28.87961429,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,BAĞLARÇEŞME,41.03889022,28.67645124,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,BAĞLARÇEŞME,41.03886182,28.67646833,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,AKÇABURGAZ,41.07585234,28.633125,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,AKÇABURGAZ,41.07583261,28.63306874,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,GÖKEVLER,41.02593739,28.63520991,Emergency Care,Emergency Location,,0.0,
ESENYURT,Emergency Station,3.0,NECİP FAZIL KISAKÜREK,41.03149138,28.65780187,Emergency Care,Emergency Location,,0.0,
EYÜPSULTAN,Emergency Station,3.0,İSLAMBEY,41.0479277,28.93051408,Emergency Care,Emergency Location,,0.0,
EYÜPSULTAN,Emergency Station,3.0,SİLAHTARAĞA,41.06098796,28.94044279,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,3.0,MEVLANAKAPI,41.010532,28.925458,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,3.0,AYVANSARAY,41.036423,28.945308,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,3.0,CERRAHPAŞA,41.00565042,28.94071811,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,3.0,TOPKAPI,41.016981,28.934392,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Emergency Station,3.0,HÜRRİYET,41.08225872,28.88256596,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Emergency Station,3.0,KARADENİZ,41.073684,28.902425,Emergency Care,Emergency Location,,0.0,
GÜNGÖREN,Emergency Station,3.0,MEHMET NESİH ÖZMEN,41.01497087,28.88289111,Emergency Care,Emergency Location,,0.0,
GÜNGÖREN,Emergency Station,3.0,MEHMET NESİH ÖZMEN,41.01500163,28.88289295,Emergency Care,Emergency Location,,0.0,
GÜNGÖREN,Emergency Station,3.0,MERKEZ,41.024294,28.879035,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Emergency Station,3.0,FENERBAHÇE,40.970141,29.044139,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Emergency Station,3.0,MERDİVENKÖY,40.98535315,29.06558491,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Emergency Station,3.0,MERDİVENKÖY,40.98549811,29.06583439,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Emergency Station,3.0,19 MAYIS,40.97516517,29.08843537,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,0.0,HARMANTEPE,41.08016325,28.99104806,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,0.0,HAMİDİYE,41.09472025,28.97004724,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,0.0,ÇELİKTEPE,41.08344923,29.00282909,Emergency Care,Emergency Location,,0.0,
KARTAL,Emergency Station,3.0,CEVİZLİ,40.91319104,29.1748044,Emergency Care,Emergency Location,,0.0,
KARTAL,Emergency Station,3.0,ESENTEPE,40.90362875,29.18588901,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,3.0,İSTASYON,41.03366661,28.77753426,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,3.0,YENİ MAHALLE,41.02171442,28.79051198,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,3.0,YENİ MAHALLE,40.99721535,28.77682583,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,3.0,ATAKENT,41.05524139,28.75957301,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,3.0,BAŞIBÜYÜK,40.95060332,29.1405297,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,3.0,BAŞIBÜYÜK,40.95059523,29.14104327,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,3.0,ESENYALI,40.86409238,29.29831613,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,3.0,KAYNARCA,40.87351597,29.25326633,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,3.0,DOĞU,40.8828023,29.24448144,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,3.0,FEVZİ ÇAKMAK,40.8863371,29.26267756,Emergency Care,Emergency Location,,0.0,
SARIYER,Emergency Station,3.0,SARIYER MERKEZ,41.17082006,29.05356079,Emergency Care,Emergency Location,,0.0,
SARIYER,Emergency Station,3.0,REŞİTPAŞA,41.10565847,29.02573736,Emergency Care,Emergency Location,,0.0,
SARIYER,Emergency Station,3.0,REŞİTPAŞA,41.10558042,29.02574859,Emergency Care,Emergency Location,,0.0,
SARIYER,Emergency Station,3.0,GÜMÜŞDERE,41.24233024,29.01310898,Emergency Care,Emergency Location,,0.0,
SİLİVRİ,Emergency Station,3.0,YENİ,41.07611193,28.25587154,Emergency Care,Emergency Location,,0.0,
SULTANBEYLİ,Emergency Station,3.0,HASANPAŞA,40.96890682,29.25013306,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Emergency Station,3.0,MALKOÇOĞLU,41.11472414,28.84784972,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Emergency Station,3.0,UĞUR MUMCU,41.10785163,28.87621712,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,3.0,KAPTANPAŞA,41.06476903,28.97437713,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,3.0,ESENTEPE,41.06798751,29.00881944,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,3.0,SELİMİYE,41.00158849,29.01837483,Emergency Care,Emergency Location,,0.0,
ZEYTİNBURNU,Emergency Station,0.0,KAZLIÇEŞME,41.00146876,28.91649424,Emergency Care,Emergency Location,,0.0,
ZEYTİNBURNU,Emergency Station,0.0,KAZLIÇEŞME,41.00144801,28.91658629,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Private Hospital,,SARAY,41.02905779,29.11413456,Private Health Care,Medium Capacity,59.51555555555555,0.2,-59.31555555555555
ZEYTİNBURNU,Research Hospital,,MALTEPE,41.00984254,28.89914162,Research Care,High Capacity,146.86486486486487,1.2,-145.66486486486488
ESENYURT,Private Hospital,,AŞIK VEYSEL,41.05623382,28.671907,Private Health Care,Medium Capacity,59.51555555555555,4.1000000000000005,-55.41555555555555
ESENYURT,Private Hospital,,YEŞİLKENT,41.02581028,28.65988835,Private Health Care,Medium Capacity,59.51555555555555,68.95,9.434444444444452
ESENYURT,Private Hospital,,BATTALGAZİ,41.03989532,28.65213283,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
GAZİOSMANPAŞA,Private Hospital,,FEVZİ ÇAKMAK,41.0768061,28.90635096,Private Health Care,Medium Capacity,59.51555555555555,104.3409884448039,44.82543288924835
MALTEPE,Private Hospital,,CEVİZLİ,40.91704335,29.14551716,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
SULTANBEYLİ,Public Hospital,,BATTALGAZİ,40.9858456,29.28382438,Public Health Care,High Capacity,477.0976744186046,55.3,-421.7976744186046
ÜSKÜDAR,Private Hospital,,ALTUNİZADE,41.01896966,29.04625355,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
ÜSKÜDAR,Private Hospital,,ACIBADEM,41.00217475,29.05351299,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
FATİH,Emergency Station,,CERRAHPAŞA,41.003598,28.937137,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,,HOCAPAŞA,41.015553,28.978514,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,,HOCAPAŞA,41.015553,28.978514,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Emergency Station,,KÜLTÜR,41.07381346,29.03385738,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Emergency Station,,ETİLER,41.0899527,29.03935922,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,,GÜLBAHAR,41.07100447,29.00338121,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,,19 MAYIS,41.05832984,28.9905166,Emergency Care,Emergency Location,,0.0,
TUZLA,Policlinic,,POSTANE,40.82111702,29.30819856,Public Health Care,Low Capacity,6.395012468827931,18.49501246882793,12.1
TUZLA,Emergency Station,,MİMAR SİNAN,40.83409515,29.36228408,Emergency Care,Emergency Location,,0.0,
TUZLA,Emergency Station,,AYDINTEPE,40.85528792,29.29994274,Emergency Care,Emergency Location,,0.0,
TUZLA,Emergency Station,,MESCİT,40.89428736,29.35478277,Emergency Care,Emergency Location,,0.0,
TUZLA,Emergency Station,,AYDINLI,40.87766344,29.39897859,Emergency Care,Emergency Location,,0.0,
ATAŞEHİR,Emergency Station,,MEHMET AKİF,41.00768966,29.13856313,Emergency Care,Emergency Location,,0.0,
TUZLA,Emergency Station,,AYDINLI,40.88925939,29.39727767,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Emergency Station,,ELMALIKENT,41.03109634,29.10028649,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Emergency Station,,ESENKENT,40.9963213,29.17582323,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Emergency Station,,NECİP FAZIL,41.01775842,29.17767345,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Emergency Station,,ADEM YAVUZ,41.02197061,29.15887706,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Emergency Station,,ESENŞEHİR,41.00937208,29.16762079,Emergency Care,Emergency Location,,0.0,
ÜMRANİYE,Policlinic,,ESENŞEHİR,41.00935163,29.1677306,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BEYKOZ,Emergency Station,,KAVACIK,41.09316491,29.08607192,Emergency Care,Emergency Location,,0.0,
BEYKOZ,Emergency Station,,ACARLAR,41.121461,29.14628,Emergency Care,Emergency Location,,0.0,
AVCILAR,Emergency Station,,,40.97909387,28.7218026,Emergency Care,Emergency Location,,0.0,
AVCILAR,Emergency Station,,ZAFER,41.01494346,28.68994872,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Policlinic,,VALİDE-İ ATİK,41.01706758,29.02407317,Public Health Care,Low Capacity,6.395012468827931,57.58004987531172,51.185037406483794
ÜSKÜDAR,Policlinic,,ÜNALAN,41.00242176,29.06938667,Public Health Care,Low Capacity,6.395012468827931,0.1,-6.295012468827931
ÜSKÜDAR,Policlinic,,ÜNALAN,41.00233835,29.06950789,Public Health Care,Low Capacity,6.395012468827931,0.4,-5.99501246882793
ÜSKÜDAR,Policlinic,,SELAMİ ALİ,41.02704621,29.02541949,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
PENDİK,Emergency Station,,YENİŞEHİR,40.92509686,29.30743713,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Policlinic,,GÜLBAHAR,41.076273,28.99605324,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Policlinic,,MERKEZ,41.05830039,28.98522632,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
ŞİŞLİ,Emergency Station,,19 MAYIS,41.05781699,28.9902632,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Emergency Station,3.0,75.YIL,41.09735647,28.90148422,Emergency Care,Emergency Location,,0.0,
FATİH,Emergency Station,,HACI KADIN,41.020643,28.960228,Emergency Care,Emergency Location,,0.0,
BEŞİKTAŞ,Emergency Station,,YILDIZ,41.04359,29.01295,Emergency Care,Emergency Location,,0.0,
BEYKOZ,Policlinic,,ÇİĞDEM,41.11040103,29.08599173,Public Health Care,Low Capacity,6.395012468827931,40.69002493765586,34.295012468827935
BEYOĞLU,Research Hospital,,GÜMÜŞSUYU,41.03708843,28.99041961,Research Care,High Capacity,146.86486486486487,458.85,311.9851351351351
BAĞCILAR,Emergency Station,,YAVUZ SELİM,41.03650428,28.85154574,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Emergency Station,,15 TEMMUZ,41.03773331,28.82070153,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Emergency Station,,100. YIL,41.06787756,28.85124063,Emergency Care,Emergency Location,,0.0,
